,id,name,name_scientific,description,itis_id,wikipedia_id,wikipedia_id.1,picture_content_type,picture_file_size,picture_updated_at,legacy_id,food_group,food_subgroup,food_type,created_at,updated_at,creator_id,updater_id,export_to_afcdb,category,ncbi_taxonomy_id,export_to_foodb
454,456,Rose hip,Rosa,"The rose hip, also known as rose haw or rose hep, is the fruit of the rose plant, that typically is red-to-orange, but ranges from dark purple to black in some species. Rose hips begin to form after successful pollination of flowers in spring or early summer, and ripen in late summer through autumn.",24807.0,Rose hip,456.jpg,image/jpeg,52715.0,2012-04-20 09:38:22 UTC,483.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:42 UTC,2017-03-20 21:26:30 UTC,,,False,specific,3764.0,True
455,457,Roselle,Hibiscus sabdariffa,"The roselle (Hibiscus sabdariffa) is a species of Hibiscus native to the west Africa, used for the production of bast fibre and as an infusion. It is an annual or perennial herb or woody-based subshrub, growing to 2?2.5 m (7?8 ft) tall. The leaves are deeply three- to five-lobed, 8?15 cm (3?6 in) long, arranged alternately on the stems.
The flowers are 8?10 cm (3?4 in) in diameter, white to pale yellow with a dark red spot at the base of each petal, and have a stout fleshy calyx at the base, 1?2 cm (0.39?0.79 in) wide, enlarging to 3?3.5 cm (1.2?1.4 in), fleshy and bright red as the fruit matures. It takes about six months to mature.",503001.0,Roselle_(plant),457.jpg,image/jpeg,79043.0,2012-04-20 09:43:52 UTC,484.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:42 UTC,2017-03-20 21:26:30 UTC,,,False,specific,183260.0,True
464,466,Salmonberry,Rubus spectabilis,"Rubus spectabilis (salmonberry) is a species of Rubus native to the west coast of North America from west central Alaska to California.
It is a shrub growing to 1?4 m tall, with perennial, not biennial woody stems (unlike other species). The leaves are trifoliate, 7?22 cm long, the terminal leaflet larger than the two side leaflets. The leaf margins are toothed. The flowers are 2?3 cm diameter, with five purple petals; they are produced from early spring to early summer. The fruit matures in late summer to early autumn, and resembles a large yellow to orange-red raspberry 1.5?2 cm long with many drupelets.
In the Pacific Northwest of North America the berries can ripen from mid-June to late July.
Salmonberries are found in moist forests and stream margins, especially in the coastal forests. They often form large thickets, and thrive in the open spaces under stands of red alder (Alnus rubra).",25051.0,Salmonberry,466.jpg,image/jpeg,33580.0,2012-04-20 09:42:03 UTC,493.0,Fruits,Berries,Type 1,2011-02-09 00:37:43 UTC,2017-03-20 21:26:30 UTC,,,False,specific,59499.0,True
465,467,Common salsify,Tragopogon porrifolius,"Tragopogon porrifolius is a plant cultivated for its ornamental flower, edible root, and herbal properties. It also grows wild in many places and is one of the most widely known species of the salsify genus, Tragopogon. It is commonly known as purple or common salsify, oyster plant, vegetable oyster, Jerusalem star, goatsbeard or simply salsify (although these last two names are also applied to other species, as well).",38568.0,Tragopogon porrifolius,467.jpg,image/jpeg,53712.0,2012-04-20 09:37:42 UTC,494.0,Vegetables,Root vegetables,Type 1,2011-02-09 00:37:43 UTC,2017-03-20 21:26:30 UTC,,,False,specific,13731.0,True
466,468,Sapodilla,Manilkara zapota,"Sapodilla Cayes is an uninhabited atoll in the Gulf of Honduras. It is generally considered to be within the territorial waters of Belize, but Guatemala claims that the Belize���Guatemala maritime boundary is northwest of Sapodilla. Honduras also lays claims to Sapodilla Caye in its 1982 constitution.",23823.0,Sapodilla Cayes,468.jpg,image/jpeg,55020.0,2012-04-20 09:41:09 UTC,495.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:43 UTC,2017-03-20 21:26:30 UTC,,,False,specific,3741.0,True
467,469,Mamey sapote,Pouteria sapota,"The mamey sapote (Pouteria sapota) is a species of tree native to southern Mexico. Today, the tree is cultivated not only in Mexico, but also in Central America, the Caribbean, and South Florida for its fruit, which is commonly eaten in many Latin American countries. Mamey sapote is a large and highly ornamental evergreen tree that can reach a height of 15 to 45 meters (60 to 140 feet) at maturity. Like most fruit trees, it is mainly propagated by grafting, which ensures the new plant has the same characteristics as the parent, especially its fruit. It is also considerably faster than growing trees by seed. The fruit is about 10 to 25��cm (4 to 10 inches) long and 8 to 12��cm (3 to 5 inches) wide and has orange flesh. The fruit is eaten raw or made into milkshakes, smoothies, ice cream and fruit bars. It can be used to produce marmalade and jelly. Some consider the fruit to be an aphrodisiac. Some beauty products use oil pressed from the seed, otherwise known as sapayul oil. The brown skin has a texture somewhat between sandpaper and the fuzz on a peach. The fruit's texture is creamy and soft. A mamey sapote is ripe when the flesh is pink when a fleck of the skin is removed. The flesh should give slightly, as with a ripe kiwifruit. The mamey sapote is related to other sapotes such as sapodilla, abiu (P. caimito) and canistel (P. campechiana), but unrelated to the black sapote and white sapote. It should not be confused with the mammee apple. It has different names depending on the country: mamey, zapote colorado, and zapote rojo, among others.",23836.0,Pouteria sapota,469.jpg,image/jpeg,91223.0,2012-04-20 09:37:07 UTC,496.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:43 UTC,2017-03-20 21:26:30 UTC,,,False,specific,233744.0,True
477,479,Sesbania flower,Sesbania bispinosa,"The legume Sesbania bispinosa, also known as Sesbania aculeata (Willd.) Pers., is a small tree in the genus Sesbania.
The flower is the provincial flower of Phra Nakhon Si Ayutthaya Province, Thailand.
It is an annual shrub which can grow to seven metres in height but usually only reaches one to two metres. It sends out fibrous, pithy stems with long leaves and bears purple-spotted yellow flowers. It produces pods which contain light brown beans.
The plant has a great number of uses, including as green manure, rice straw, wood and fodder.",505187.0,Sesbania_bispinosa,479.jpg,image/jpeg,144173.0,2012-04-20 09:40:59 UTC,506.0,Vegetables,Other vegetables,Type 1,2011-02-09 00:37:44 UTC,2017-03-20 21:26:31 UTC,,,False,specific,485725.0,True
483,485,Hedge mustard,Sisymbrium,"Hedge mustard (Sisymbrium officinale) is a plant in the family Brassicaceae. It is found on roadsides and wasteland, and as a weed of arable land. A native of Europe and North Africa, it is now well-established throughout the world.
It is distinct from the mustard plants which belong to the genus Brassica.
The Hedge-mustard is food for the caterpillars of some Lepidoptera, such as the small white (Pieris rapae).
This plant is widely cultivated across Europe for its edible leaves and seeds. It is widely used as a condiment in Northern Europe (particularly Denmark, Norway and Germany).
The leaves have a bitter cabbage-like flavour and they are used either in salads or cooked as a pot herb (in cultivar versions). The seeds have been used to make mustard pastes in Europe.",23311.0,Hedge_mustard,485.jpg,image/jpeg,131157.0,2012-04-20 09:33:25 UTC,512.0,Herbs and Spices,Other seeds,Type 1,2011-02-09 00:37:44 UTC,2017-03-20 21:26:31 UTC,,,False,specific,3729.0,True
486,488,Soursop,Annona muricata,"Soursop is the fruit of Annona muricata, a broadleaf, flowering, evergreen tree native to Mexico, Cuba, Central America, the Caribbean and northern South America: Colombia, Brazil, Peru, Ecuador and Venezuela. Soursop is also produced in Somalia. Today, it is also grown in some areas of Southeast Asia, as well as in some Pacific islands. It was most likely brought from Mexico to the Philippines by way of the Manila-Acapulco Galleon trade. It is in the same genus as the chirimoya and the same family as the pawpaw. Soursop, raw, edible parts Nutritional value per 100��g Energy 276��kJ Carbohydrates 16.84 g - Sugars 13.54 g - Dietary fiber 3.3 g Fat 0.30 g Protein 1.00 g Vitamin A equiv. 0 �_g (0%) Thiamine (vit. B1) 0.070 mg (6%) Riboflavin (vit. B2) 0.050 mg (4%) Niacin (vit. B3) 0.900 mg (6%) Vitamin B6 0.059 mg (5%) Folate (vit. B9) 14 �_g (4%) Vitamin C 20.6 mg (25%) Calcium 14 mg (1%) Iron 0.6 mg (5%) Magnesium 21 mg (6%) Phosphorus 27 mg (4%) Potassium 278 mg (6%) Zinc 0.1 mg (1%) Percentages are relative toUS recommendations for adults. The soursop is adapted to areas of high humidity and relatively warm winters; temperatures below 5 ��C will cause damage to leaves and small branches, and temperatures below 3 ��C can be fatal. The fruit becomes dry and is no longer good for concentrate. Other common names include: Evo, Aluguntugui guan��bana, graviola, anona, corossol, sorsaka, adunu, Brazilian pawpaw, guyabano, guanavana, toge-banreisi, durian benggala, nangka blanda, sirsak, zuurzak and nangka londa. In Malayalam, it is called mullaatha, literally thorny custard apple. The other lesser-known Indian names are shul-ram-fal and Lakshmana Phala. and in Harar (Ethiopia) in Harari language known for centuries as Amba Shoukh (Thorny Mango or Thorny Fruit). The flavour has been described as a combination of strawberry and pineapple, with sour citrus flavour notes contrasting with an underlying creamy flavour reminiscent of coconut or banana.",18098.0,Soursop,488.jpg,image/jpeg,36221.0,2012-04-20 09:32:33 UTC,515.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:44 UTC,2017-03-20 21:26:31 UTC,,,False,specific,13337.0,True
491,493,Strawberry guava,Psidium cattleianum,"Psidium cattleianum, named in honour of notable English horticulturist William Cattley, commonly known as Cattley guava or Peruvian guava, is a small tree (2?6 m tall), bearing small red or yellow fruit, which are somewhat sour but sometimes eaten or made into jam. The red-fruited variety, PSIDIUM LITTORALE Var. Longipes, is known as strawberry guava; the yellow-fruited variety, PSIDIUM LITTORALE Var. Littorale (Lucidum) is variously known as lemon guava, """"Yellow-fruited Cherry Guava"""", and in Hawaii as waiaw? and is usually smaller. Native to Brazil and adjacent tropical South America, it is closely related to common guava (P. guajava), and like that species is a widespread, highly invasive species in tropical areas, especially Hawai?i. It tends to form dense, monotypic stands which prevent regrowth of native species, and is very difficult to eradicate; it also provides refuge for fruit flies which cause extensive agricultural damage. As an invasive species, it is sometimes erroneously called Chinese guava. Cherry Guava is sporadically naturalised in coastal areas of Queensland and northern New South Wales. It is also naturalised on Lord Howe Island, Norfolk Island and Christmas Island (Navie 2004; Queensland Herbarium 2008).The yellow variety bears even more heavily than the red and generally has larger fruit. 
The fruit can be eaten whole as both the thin skin and soft, juicy interior are edible. Strawberry guavas taste like a passionfruit mixed with strawberry; the yellow variety lacks the astringency of the red and is preferred by some people.  The skin is also edible and tastes a bit like rose petals but is often removed for a sweeter flavour. The seeds are small and white in colour and can be roasted as a substitute for coffee. Its leaves may be brewed for tea.",27239.0,Strawberry_guava,493.jpg,image/jpeg,44892.0,2012-04-20 09:33:34 UTC,520.0,Fruits,Berries,Type 1,2011-02-09 00:37:44 UTC,2017-03-20 21:26:31 UTC,,,False,specific,375274.0,True
494,496,Sugar apple,Annona squamosa,"Sugar-apple is the fruit of Annona squamosa, the most widely grown species of Annona and a native of the tropical Americas and West Indies.
The fruit is round to conical, 5?10 cm (2.0?3.9 in) in diameter and 6?10 cm (2.4?3.9 in) long, and weighing 100?240 g (3.5?8.5 oz), with a thick rind composed of knobby segments. The color is typically pale green to blue-green, with a deep pink blush in certain varieties, and typically has a bloom. It is unique among Annona fruits in being segmented, and the segments tend to separate when ripe, exposing the interior.
The flesh is fragrant and sweet, creamy white to light yellow, and resembles and tastes like custard. It is found adhering to 13?16 mm (0.51?0.63 in) long seeds to form individual segments arranged in a single layer around the conical core. It is soft, slightly grainy, and slippery. The hard, shiny seeds may number 20-38 or more per fruit, and have a brown to black coat, although varieties exist that are almost seedless.",18100.0,Sugar_apple,496.jpg,image/jpeg,8760.0,2012-04-20 09:32:15 UTC,523.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:45 UTC,2017-03-20 21:26:31 UTC,,,False,specific,301693.0,True
497,499,Taro,Colocasia esculenta,"Taro is a common name for the corms and tubers of several plants in the Araceae family. Of these, Colocasia esculenta is the most widely cultivated. Taro is native to southeast Asia. It is a perennial, tropical plant primarily grown as a root vegetable for its edible starchy corm, and as a leaf vegetable. It is a food staple in African, Oceanic and Asian cultures and is believed to have been one of the earliest cultivated plants. Colocasia is thought to have originated in the Indo-Malayan region, perhaps in eastern India and Bangladesh, and spread eastward into Southeast Asia, eastern Asia, and the Pacific islands; westward to Egypt and the eastern Mediterranean; and then southward and westward from there into East Africa and West Africa, whence it spread to the Caribbean and Americas. It is known by many local names and often referred to as 'elephant ears' when grown as an ornamental plant.",42549.0,Taro,499.jpg,image/jpeg,126657.0,2012-04-20 09:37:53 UTC,526.0,Vegetables,Root vegetables,Type 1,2011-02-09 00:37:45 UTC,2017-03-20 21:26:31 UTC,,,False,specific,4460.0,True
498,500,Teff,Eragrostis tef,"Eragrostis tef, teff, Williams lovegrass, annual bunch grass, taf (Amharic: ??? ??ff; Tigrinya: ??? ?aff), or xaafii (Oromo), is an annual grass, a species of lovegrass native to the northern Ethiopian Highlands and Eritrean Highlands of the Horn of Africa. The word ""tef"" is connected by folk etymology to the Ethio-Semitic root ""?ff"", which means ""lost"" (because of the small size of the grain).
Eragrostis tef has an attractive nutrition profile, being high in dietary fiber and iron and providing protein and calcium. It is similar to millet and quinoa in cooking, but the seed is much smaller and cooks faster, thus using less fuel.",40738.0,Teff,500.jpg,image/jpeg,129416.0,2012-04-20 09:38:48 UTC,527.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:45 UTC,2017-03-20 21:26:31 UTC,,,False,specific,110835.0,True
500,502,Mexican groundcherry,Physalis philadelphica var. immaculata,"The tomatillo (Physalis philadelphica) is a plant of the nightshade family, related to the cape gooseberry, bearing small, spherical and green or green-purple fruit of the same name. Tomatillos originated in Mexico,[1] and are a staple of that country's cuisine. Tomatillos are grown as annuals throughout the Western Hemisphere. Tomatillos are generally eaten fried, boiled or steamed.
The tomatillo fruit is surrounded by an inedible, paper-like husk formed from the calyx. As the fruit matures, it fills the husk and can split it open by harvest. The husk turns brown, and the fruit can be several colors when ripe, including yellow, red, green, or even purple. Tomatillos are the key ingredient in fresh and cooked Mexican and Central-American green sauces. The freshness and greenness of the husk are quality criteria. Fruit should be firm and bright green, as the green color and tart flavor are the main culinary contributions of the fruit. Purple and red-ripening cultivars often have a slight sweetness, unlike the green- and yellow-ripening cultivars, and are therefore somewhat more suitable for fruit-like uses like jams and preserves. Like their close relatives cape gooseberries, tomatillos have a high pectin content. Another characteristic is they tend to have a varying degree of a sappy sticky coating, mostly when used on the green side out of the husk.",529632.0,Mexican_Groundcherry,502.jpg,image/jpeg,2962.0,2012-04-20 09:38:44 UTC,529.0,Vegetables,Fruit vegetables,Type 1,2011-02-09 00:37:45 UTC,2017-03-20 21:26:31 UTC,,,False,specific,374021.0,True
501,503,Towel gourd,Luffa aegyptiaca,"Luffa is a genus of tropical and subtropical vines classified in the cucumber family. In everyday non-technical usage the name, also spelled loofah, usually refers to the fruit of the two species Luffa aegyptiaca and Luffa acutangula. The fruit of these species is cultivated and eaten as a vegetable. The fruit must be harvested at a young stage of development to be edible. The vegetable is popular in China and southeast Asia. When the fruit is fully ripened it is very fibrous. The fully developed fruit is the source of the loofah scrubbing sponge which is used in bathrooms and kitchens as a sponge tool. Luffa are not frost-hardy, and require 150 to 200 warm days to mature.",503570.0,Luffa,503.jpg,image/jpeg,244634.0,2012-04-20 09:37:26 UTC,530.0,Gourds,Gourds,Type 1,2011-02-09 00:37:45 UTC,2017-03-20 21:26:31 UTC,,,False,specific,3670.0,True
507,509,Wasabi,Wasabia japonica,", is a member of the Brassicaceae family, which includes cabbages, horseradish, and mustard. It is also called Japanese horseradish, although it is not actually from the horseradish species of plants. Its root is used as a condiment and has an extremely strong flavor. Its hotness is more akin to that of a hot mustard than that of the capsaicin in a chili pepper, producing vapours that stimulate the nasal passages more than the tongue. The plant grows naturally along stream beds in mountain river valleys in Japan. The two main cultivars in the marketplace are W. japonica 'Daruma' and 'Mazuma', but there are many others.",506210.0,Wasabi,509.jpg,image/jpeg,51475.0,2012-04-20 09:39:13 UTC,536.0,Herbs and Spices,Spices,Type 1,2011-02-09 00:37:45 UTC,2017-03-20 21:26:31 UTC,,,False,specific,75806.0,True
508,510,Wax gourd,Benincasa hispida,"The winter melon, also called white gourd, winter gourd, tallow gourd, Chinese preserving melon, or ash gourd, is a vine grown for its very large fruit, eaten as a vegetable when mature. It is the only member of the genus Benincasa. The fruit is fuzzy when young. The immature melon has thick white flesh that is sweet when eaten. By maturity, the fruit loses its hairs and develops a waxy coating, giving rise to the name wax gourd, and providing a long shelf life. The melon may grow as large as 80 cm in length. Although the fruit is referred to as a ""melon,"" the fully grown crop is not sweet. Originally cultivated in Southeast Asia, the winter melon is now widely grown in East Asia and South Asia as well.
Winter melon is also a common name for members of the Inodorus cultivar group of the muskmelon (Cucumis melo L), more commonly known as casaba or honeydew melons.",505894.0,Wax_gourd,510.jpg,image/jpeg,39955.0,2012-04-20 09:39:24 UTC,537.0,Gourds,Gourds,Type 1,2011-02-09 00:37:45 UTC,2017-03-20 21:26:31 UTC,,,False,specific,102211.0,True
515,517,Tea leaf willow,Salix pulchra,"Salix pulchra is a species of flowering plant in the willow family, known by the common names diamondleaf willow, tealeaf willow, and thin red willow. It is native to northern North America, where it occurs in Alaska, Yukon, the Northwest Territories, and Nunavut. The species is also found in northern British Columbia, and occurs in Russia. This willow is an erect, deciduous shrub growing up to 4.6��m tall, but usually remaining smaller, especially in the Arctic and in alpine climates. Along with S. richardsonii and S. alaxensis, it is one of the tallest growing willows in the Canadian Arctic Archipelago. The species is dioecious, with male and female reproductive parts occurring on separate individuals. The inflorescence is a catkin. The catkins grow before the leaves appear in the spring. The leaves are green above and whitish underneath, and hairless. This plant is a dominant species on the tundra in many areas. It commonly grows with sedges. It may form thickets with other species of willow along waterways and on floodplains. It grows in spruce woodlands and muskegs. It grows above the timberline in interior Alaska, and at the timberline in northern Alaska. It often sprouts and grows after wildfire, and it persists in open habitat. This species was formerly known as S. planifolia subsp. pulchra, a subspecies of S. planifolia, but has since been treated as a distinct species. The two willow species have overlapping distribution and similar appearance, but can be distinguished by the longer stipules in S. pulchra. In areas where both willows occur, S. pulchra is often found at high elevations. S. pulchra and S. planifolia also form natural hybrids. S. pulchra is one of the least bitter-tasting willows in Alaska, and in the springtime, young leaves may be harvested for human consumption. The leaves and shoots were eaten by the Eskimo raw and dried, or stored in seal oil for future use. The leaves were also used to brew tea and make soup. At Nunivak Island, parts of this plant were chewed to treat ailments such as mouth sores and pain. This willow also provides a good source of vitamin C. Apart from medicinal purposes, Native Americans used parts of willows, including this species, in basket weaving, to make bows and arrows, and for building animal traps.",22488.0,Salix pulchra,517.jpg,image/jpeg,42818.0,2012-04-20 09:41:39 UTC,544.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:46 UTC,2017-03-20 21:26:31 UTC,,,False,specific,669814.0,True
516,518,Winged bean,Psophocarpus tetragonolobus,"The Winged bean (Psophocarpus tetragonolobus), also known as the Goa bean and Asparagus pea, Four-angled bean and Winged pea, is a tropical legume plant native to New Guinea. It grows abundantly in hot, humid equatorial countries, from the Philippines and Indonesia to India, Burma, Thailand and Sri Lanka. It does well in humid tropics with high rainfall. There are also varieties that can be grown in most areas of the U.S.. The winged bean plant grows as a vine with climbing stems and leaves, 3���4 m in height. It is an herbaceous perennial, but can be grown as an annual. It is generally taller and notably larger than the Common bean. The bean pod is typically 15���22��cm (6���9��in) long and has four wings with frilly edges running lengthwise. The skin is waxy and the flesh partially translucent in the young pods. When the pod is fully ripe, it turns an ash-brown color and splits open to release the seeds. The large flower is a pale blue. The beans themselves are similar to soybeans in both use and nutritional content (being 29.8% to 39% protein). The plant is one of the best nitrogen fixers with nodulation accomplished by the soil bacterium Rhizobium. Because of its ability to fix nitrogen from the atmosphere, the plant requires very little or no fertilizers. Being a tropical plant, it is sensitive to frost. Most plants will not flower if the day length is more than 12 hours, meaning they will not produce pods in most temperate zones, although day length neutral cultivars do exist. The seeds have a hard coat and it helps to soak them before planting to hasten germination. The plant grows very quickly, reaching a length of four meters in a few weeks.",506265.0,Winged bean,518.jpg,image/jpeg,38758.0,2012-04-20 09:41:30 UTC,545.0,Pulses,Beans,Type 1,2011-02-09 00:37:46 UTC,2017-03-20 21:26:31 UTC,,,False,specific,3891.0,True
517,519,Yam,Dioscorea,"Yam is the common name for some plant species in the genus Dioscorea (family Dioscoreaceae) that form edible tubers. These are perennial herbaceous vines cultivated for the consumption of their starchy tubers in Africa, Asia, Latin America, the Caribbean and Oceania. There are many cultivars of yam. Although some varieties of sweet potato (Ipomoea batatas) are also called yam in parts of the United States and Canada, it is not part of the family Dioscoreaceae; rather it is in the morning glory family Convolvulaceae.
The true yam is a versatile vegetable. It can be barbecued, roasted, fried, grilled, boiled, baked, smoked and when grated it is processed into a dessert recipe. Yams are the staple crop of the Igbo people of Nigeria, in their language it is known as ji, and they commemorate it by having yam festivals known as Iri-ji or Iwa-Ji depending on the dialect.
Yams are a primary agricultural and culturally important commodity in West Africa, where over 95 percent of the world's yam crop is harvested. Yams are still important for survival in these regions. Some varieties of these tubers can be stored up to six months without refrigeration, which makes them a valuable resource for the yearly period of food scarcity at the beginning of the wet season. Yam cultivars are also cropped in other humid tropical countries.
Yam tubers can grow up to 1.5 meters (4.9 feet) in length and weigh up to 70 kilograms (154 lb) and 3 to 6 inches high. The vegetable has a rough skin which is difficult to peel, but which softens after heating. The skins vary in color from dark brown to light pink. The majority of the vegetable is composed of a much softer substance known as the ""meat"". This substance ranges in color from white or yellow to purple or pink in mature yams.",43366.0,Yam_(vegetable),519.jpg,image/jpeg,74561.0,2012-04-20 09:29:58 UTC,546.0,Vegetables,Tubers,Type 1,2011-02-09 00:37:46 UTC,2017-03-20 21:26:31 UTC,,,False,specific,4672.0,True
518,520,Jicama,Pachyrhizus erosus,"Pachyrhizus erosus, commonly known as jicama, Mexican yam, or Mexican turnip, is the name of a native Mexican vine, although the name most commonly refers to the plant's edible tuberous root. J�_cama is a species in the genus Pachyrhizus in the bean family (Fabaceae). Plants in this genus are commonly referred to as yam bean, although the term ""yam bean"" can be another name for j�_cama. The other major species of yam beans are also indigenous within the Americas.
Flowers, either blue or white, and pods similar to lima beans, are produced on fully developed plants. Several species of jicama occur, but the one found in [many] markets is Pachyrrizus erosus. The two cultivated forms of P. erosus are jicama de agua and jicama de leche. The latter has an elongated root and milky juice. The agua form has a top-shaped to oblate root, a translucent juice, and is the preferred form for market.",26824.0,Jicama,520.jpg,image/jpeg,119712.0,2012-04-20 09:30:46 UTC,547.0,Vegetables,Root vegetables,Type 1,2011-02-09 00:37:46 UTC,2017-03-20 21:26:31 UTC,,,False,specific,109171.0,True
519,521,Yautia,Xanthosoma sagittifolium,"Xanthosoma sagittifolium, the arrowleaf elephant ear or arrowleaf elephant's ear, is a species of tropical flowering plant in the genus Xanthosoma, which produces an edible, starchy tuber.",42586.0,Xanthosoma sagittifolium,521.jpg,image/jpeg,176912.0,2012-04-20 09:42:02 UTC,548.0,Vegetables,Leaf vegetables,Type 1,2011-02-09 00:37:46 UTC,2017-03-20 21:26:31 UTC,,,False,specific,28478.0,True
532,534,Black-eyed pea,Vigna unguiculata ssp. unguiculata,"The black-eyed pea or black-eyed bean, a legume, is a subspecies of the cowpea, grown around the world for its medium-sized, edible bean. The bean mutates easily, giving rise to a number of varieties. The common commercial one is called the California Blackeye; it is pale-colored with a prominent black spot. The currently accepted botanical name is Vigna unguiculata subsp. unguiculata, although previously it was classified in the genus Phaseolus. Vigna unguiculata subsp. dekindtiana is the wild relative and Vigna unguiculata subsp. sesquipedalis is the related asparagus bean. Other beans of somewhat similar appearance, such as the frijol ojo de cabra (goat's eye bean) of northern Mexico, are sometimes incorrectly called black-eyed peas, and vice versa.",524855.0,Black-eyed pea,534.jpg,image/jpeg,97604.0,2012-04-20 09:36:16 UTC,561.0,Pulses,Peas,Type 1,2011-02-09 00:37:47 UTC,2017-03-20 21:26:32 UTC,,,False,specific,3920.0,True
534,536,Macadamia nut,Macadamia,"Macadamia is a genus of four species of trees indigenous to Australia and constituting part of the plant family Proteaceae. They grow naturally in north eastern New South Wales and central and south eastern Queensland. Common names include macadamia, macadamia nut, Queensland nut, bush nut, maroochi nut, queen of nuts and bauple nut; and from Indigenous Australians' languages bauple, gyndl, jindilli, and boombera. Previously, more species, with disjunct distributions, were named as members of this genus Macadamia. Genetics and morphological studies more recently published in 2008 by Austin Mast and colleagues show they have separated from this genus Macadamia, correlating less closely than thought from earlier morphological studies.
Macadamia species grow as small to large evergreen trees 2?12 m (6.6?39.4 ft) tall. The leaves are arranged in whorls of three to six, lanceolate to obovate or elliptical in shape, 6?30 cm long and 2?13 cm broad, with an entire or spiny-serrated margin. The flowers are produced in a long, slender, simple raceme 5?30 cm long, the individual flowers 10?15 mm long, white to pink or purple, with four tepals. The fruit is a very hard, woody, globose follicle with a pointed apex, containing one or two seeds.",27784.0,Macadamia_nut,536.jpg,image/jpeg,68445.0,2012-04-20 09:39:27 UTC,563.0,Nuts,Nuts,Type 1,2011-02-09 00:37:47 UTC,2017-03-20 21:26:32 UTC,,,False,specific,4329.0,True
549,551,Alaska wild rhubarb,Polygonum alpinum,"<i>Aconogonon alpinum</i>, commonly known as alpine knotweed, is similar to <i>Aconogonon alaskanum</i>, but differs in leaf size and achene characteristics. (Wikipedia)",20870.0,,551.jpg,image/jpeg,108146.0,2012-04-20 09:39:50 UTC,578.0,Vegetables,Stalk vegetables,Type 1,2011-02-09 00:37:48 UTC,2017-06-19 21:13:50 UTC,,,False,specific,125586.0,True
551,553,Yardlong bean,Vigna unguiculata ssp. sesquipedalis,"Vigna unguiculata subsp. sesquipedalis is a legume cultivated to be eaten as green pods. It is known as the yardlong bean, bora, long-podded cowpea, asparagus bean, snake bean, or Chinese long bean. Despite common name, the pods are actually only about half a yard long; the subspecies name sesquipedalis (one-and-a-half-foot-long) is a rather exact approximation of the pods' length. This plant is of a different genus than the common bean. It is a vigorous climbing annual vine. The plant is subtropical/tropical and most widely grown in the warmer parts of South Asia, Southeast Asia, and southern China. A variety of the cowpea, it is grown primarily for its strikingly long (35-75 cm) immature pods and has uses very similar to that of the green bean. The many varieties of yardlong beans are usually distinguished by the different colors of their mature seeds. The pods, which can begin to form just 60 days after sowing, hang in groups of two or more. They are best for vegetable use if picked before they reach full maturity; however, overlooked pods can be used like dry beans in soups. When harvesting, it is important not to pick the buds which are above the beans; since the plant will set many more beans on the same stem. The plants take longer to reach maturity than bush beans, but once producing, the beans are quick-growing and daily checking/harvesting is often a necessity. The plants will produce beans until frost.",524853.0,Vigna unguiculata subsp. sesquipedalis,553.jpg,image/jpeg,158407.0,2012-04-20 09:32:27 UTC,580.0,Pulses,Peas,Type 1,2011-02-09 00:37:48 UTC,2017-03-20 21:26:32 UTC,,,False,specific,138955.0,True
554,556,Boysenberry,Rubus ursinus X idaeus,"A boysenberry is a cross between a European Raspberry, a Common Blackberry, and a Loganberry. It is a large aggregate fruit, with large seeds and a deep maroon color, which changes to the typical boysenberry color when the fruit is cooked and made into jam and pies.",,Boysenberry,556.jpg,image/jpeg,522628.0,2012-04-20 09:42:41 UTC,583.0,Fruits,Berries,Type 1,2011-02-09 00:37:48 UTC,2015-10-02 21:24:46 UTC,,,False,specific,,True
555,557,Persian lime,Citrus latifolia,"Persian lime (Citrus �latifolia) or Shiraz Limoo also known as Tahiti lime or Bearss lime (named after John T. Bearss, who developed this seedless variety about 1895 in his nursery at Porterville, California), is a citrus fruit related to the standard lime. It has a nearly thornless tree. The Persian lime is of hybrid origin, most likely from a cross between key lime (Citrus aurantiifolia) and either lemon (Citrus �limon) or citron (Citrus medica).
It has a uniquely fragrant, spicy aroma. The fruit is about 6 centimetres (2.4 in) in diameter, often with slightly nippled ends, and is usually sold while green, although it yellows as it reaches full ripeness. It is also widely available dried, as it is often used this way in Persian cooking. It is larger, thicker-skinned, with less intense citrus aromatics than the key lime (Citrus aurantifolia). ",,Persian_lime,557.jpg,image/jpeg,47557.0,2012-04-20 09:33:40 UTC,584.0,Fruits,Citrus,Type 1,2011-02-09 00:37:48 UTC,2017-03-20 21:26:32 UTC,,,False,specific,200541.0,True
